20000 200000
1554 10270 -513
10270 2699 7979
2699 7408 -7651
7408 7213 3307
7213 15621 4640
15621 9468 -7501
9468 5128 5130
2903 3650 3888
3650 15559 -1191
15559 5693 -2041
5693 4117 1861
4117 15487 -692
15487 1567 4919
1567 6613 -2022
6613 4514 5083
4514 19290 -7278
19290 17948 4677
17948 8044 -358
8044 19004 -2023
19004 15291 -77
15291 5811 233
5811 10793 218
10793 9102 965
9102 16588 -701
16588 15389 -2642
15389 8853 -15
8853 2903 1094
9655 11771 3384
11771 10453 4975
10453 6369 -4634
6369 7533 1649
7533 15459 -3905
15459 12707 5568
12707 1588 -17
1588 1366 -5975
1366 1206 6787
1206 12606 -5076
12606 19095 -867
19095 7223 6040
7223 3732 1021
3732 11612 -5510
11612 5508 3370
5508 16071 -110
16071 2855 40
2855 11622 -723
11622 9751 -5439
9751 9655 1478
12722 10479 190
10479 13726 2055
13726 16795 2819
16795 15450 4449
15450 15235 -1350
15235 17116 -6346
17116 1608 154
1608 4626 3293
4626 7714 1276
7714 13149 -6404
13149 19374 1585
19374 1613 371
1613 19450 4149
19450 18773 -3494
18773 16727 5044
16727 600 -5366
600 7531 3162
7531 12798 2462
12798 16248 -3058
16248 12722 -3731
15712 10151 6729
10151 18542 -2544
18542 10513 1549
10513 15641 -2559
15641 2569 639
2569 17084 267
17084 7724 1467
7724 314 4332
314 14104 -2859
14104 1631 1189
1631 1632 -8068
1632 1633 1945
1633 19500 7761
19500 3004 -5687
3004 2173 -4128
2173 5171 6305
5171 1638 -4755
1638 8791 3097
8791 10535 -3302
10535 15712 4242
1218 19968 4825
19968 2351 -3127
2351 15029 7869
15029 9184 -7086
9184 909 2123
909 1851 896
1851 14706 3522
14706 19335 -5354
19335 7369 -2199
7369 3556 6022
3556 12436 1111
12436 1653 -3932
1653 17033 2700
17033 11363 -1265
11363 9850 486
9850 5361 -572
5361 1658 1795
1658 1590 651
1590 7516 -64
7516 1218 -7403
17656 15967 9164
15967 120 -8319
120 10738 1777
10738 7206 3610
7206 2821 1687
2821 18226 -3237
18226 6065 2613
6065 18068 -6214
18068 13092 121
13092 1136 51
1136 15325 8432
15325 6303 -8810
6303 1674 6314
1674 5009 -5314
5009 2990 -89
2990 18662 3536
18662 16293 -4614
16293 347 8777
347 11731 -8370
11731 17656 3054
18463 2717 1603
2717 5683 2595
5683 17254 1415
17254 13881 2715
13881 15403 -211
15403 3373 -7098
3373 13954 6464
13954 9296 -6101
9296 8562 8470
8562 12465 -2049
12465 15971 -2803
15971 8108 -20
8108 15700 -2028
15700 4145 6340
4145 16381 -823
16381 14451 -1605
14451 12948 -1451
12948 11334 427
11334 17940 -4158
17940 18463 6393
5284 1702 1991
1702 16820 6311
16820 3232 352
3232 6605 -2080
6605 16619 1430
16619 19731 -4458
19731 4506 -2385
4506 2514 4195
2514 18154 -3025
18154 16187 5851
16187 1095 -2032
1095 1713 -300
1713 8472 2303
8472 4235 -4459
4235 14523 3260
14523 4103 1046
4103 1718 861
1718 16943 -8149
16943 9383 8683
9383 5284 -8364
1721 4206 2849
4206 2995 4847
2995 3061 -7334
3061 7220 9046
7220 18315 -7259
18315 1727 6210
1727 5812 -2017
5812 6403 -1597
6403 14279 3999
14279 6276 -8186
6276 15103 7203
15103 3390 -5001
3390 13702 3951
13702 15063 2361
15063 17224 -6275
17224 1737 1794
1737 17520 4963
17520 18155 -3446
18155 206 1256
206 1721 1827
18413 7497 6438
7497 6774 -4856
6774 7574 5337
7574 12017 -2559
12017 1746 3731
1746 8780 -7704
8780 13384 3894
13384 15272 -1472
15272 18531 1500
18531 9314 -1743
9314 14248 -2266
14248 8444 115
8444 5076 3929
5076 9530 1165
9530 15532 -3051
15532 927 6919
927 18002 -935
18002 1623 409
1623 7618 -4399
7618 18413 -2504
1761 13428 165
13428 527 9184
527 18716 -3236
18716 10688 1621
10688 3899 -1722
3899 5585 -889
5585 5876 4742
5876 3005 -8967
3005 1595 6327
1595 1771 -4763
1771 9921 6699
9921 7692 -1434
7692 7539 -3508
7539 12869 -448
12869 6280 6213
6280 8113 -7951
8113 5018 5931
5018 7491 -6425
7491 16576 2860
16576 1761 -2535
1781 1782 2916
1782 621 -2495
621 19479 -8
19479 1785 1642
1785 1786 3931
1786 8520 216
8520 18772 325
18772 7010 1412
7010 17055 -638
17055 5651 -1716
5651 1792 -2537
1792 6353 3111
6353 13876 1730
13876 5177 -3084
5177 1796 -1862
1796 4507 6750
4507 13474 -1766
13474 11518 -1903
11518 18533 -15
18533 1781 -801
12308 911 932
911 1803 4784
1803 11544 170
11544 14599 2118
14599 16880 -6897
16880 12693 4486
12693 14693 -3547
14693 1340 3260
1340 6345 163
6345 4889 -3942
4889 1812 2365
1812 5367 994
5367 16070 2744
16070 12800 -2686
12800 3726 -1131
3726 6570 5118
6570 15873 -5469
15873 1301 4139
1301 12635 -58
12635 12308 980
13259 7501 5614
7501 1823 3911
1823 18322 -6924
18322 504 -2185
504 19705 5222
19705 1827 -2774
1827 1828 53
1828 9823 854
9823 1830 6157
1830 4982 -3133
4982 13000 -4
13000 8604 2825
8604 1834 314
1834 1835 -1586
1835 11314 -2562
11314 14522 626
14522 6454 2335
6454 12269 141
12269 1498 -5342
1498 13259 2077
8123 15966 6483
15966 8004 -3868
8004 12824 6308
12824 1845 -4112
1845 12086 348
12086 3952 -449
3952 2396 3626
2396 14791 -4318
14791 6638 -1768
6638 12362 7696
12362 15655 -5220
15655 12180 -4284
12180 1854 1053
1854 16508 -700
16508 8089 2420
8089 17303 2936
17303 7649 -5003
7649 11565 8701
11565 1860 -9034
1860 8123 2698
743 11078 1890
11078 2528 7872
2528 11827 -9122
11827 10403 970
10403 3186 6805
3186 4766 -5724
4766 16374 -2474
16374 11858 7827
11858 15805 -3525
15805 3085 -2987
3085 3176 8000
3176 1873 -6380
1873 6415 -2533
6415 18021 3599
18021 19272 2843
19272 4463 -202
4463 19245 -871
19245 15835 -1907
15835 18667 -1105
18667 743 1181
1706 19608 2863
19608 16881 -2275
16881 1884 6535
1884 14809 -2865
14809 6828 3801
6828 15833 -3595
15833 1888 4204
1888 19438 -6630
19438 2053 2060
2053 1891 -2407
1891 7117 4472
7117 1893 -4526
1893 7901 1256
7901 5197 2495
5197 6656 -1274
6656 1541 -3618
1541 5168 8511
5168 5737 -8079
5737 15098 8150
15098 1706 -6632
17797 7005 8841
7005 15244 -2040
15244 9726 2991
9726 14867 -9364
14867 1906 9399
1906 7315 -3484
7315 19508 -504
19508 16726 -1045
16726 1910 3203
1910 12642 -3090
12642 11741 -42
11741 17406 4887
17406 8135 -4153
8135 10166 -581
10166 5059 -432
5059 5198 3597
5198 4610 -3744
4610 18268 -4079
18268 235 1801
235 17797 5876
1425 11468 654
11468 4357 1795
4357 4029 3915
4029 13879 3046
13879 993 -5379
993 32 2823
32 11082 -1573
11082 4576 -551
4576 4416 424
4416 1931 767
1931 8832 -481
8832 15340 422
15340 320 -5200
320 19841 1951
19841 8965 5138
8965 1818 -4054
1818 15169 -1868
15169 1939 5328
1939 17144 -1475
17144 1425 1154
11179 4663 7859
4663 2997 -4674
2997 12386 -504
12386 11095 1289
11095 1946 1377
1946 1947 -2499
1947 5807 2664
5807 3386 -3492
3386 1950 -250
1950 13668 2927
13668 1952 -4619
1952 18400 9583
18400 675 -5053
675 19892 1007
19892 14343 3063
14343 10121 -3937
10121 1958 1560
1958 5668 -4583
5668 15057 -852
15057 11179 5116
6079 1962 6415
1962 8979 3291
8979 5535 -6132
5535 689 -2037
689 18541 560
18541 1087 4037
1087 15915 -4271
15915 5549 6748
5549 2026 -2342
2026 17367 2309
17367 15514 -7294
15514 6342 7704
6342 10995 -5097
10995 6804 -2525
6804 3982 7957
3982 15245 -1667
15245 6580 -201
6580 2082 -2467
2082 8755 -3602
8755 6079 -120
1981 14350 870
14350 16957 5567
16957 1984 -5865
1984 1985 5616
1985 9441 -3949
9441 4115 -1030
4115 1988 7057
1988 15129 -5836
15129 17452 -1677
17452 1991 9182
1991 15743 -4157
15743 9377 -2698
9377 13101 -728
13101 8583 -1276
8583 10352 -624
10352 14801 4427
14801 15668 2817
15668 12154 -143
12154 2951 1458
2951 1981 -2128
14840 5494 8691
5494 18885 344
18885 4456 -1839
4456 15153 -2045
15153 9524 -1103
9524 19734 3683
19734 10585 -117
10585 13927 -1043
13927 15324 -5366
15324 42 1085
42 16617 5027
16617 5513 216
5513 14462 -4242
14462 2015 -708
2015 6678 -19
6678 15431 5718
15431 17988 -5491
17988 16940 5551
16940 2158 -1526
2158 14840 -1685
2243 16368 1536
16368 7718 1818
7718 12412 -2112
12412 2025 3899
2025 16160 -1899
16160 5676 -848
5676 10771 6605
10771 6671 -6745
6671 11146 5988
11146 3920 -6472
3920 4965 2662
4965 5221 1902
5221 2034 -1553
2034 2343 -1523
2343 15121 2101
15121 2037 477
2037 12908 -4866
12908 3160 4760
3160 5058 1717
5058 2243 -5330
15077 2042 7562
2042 14837 -327
14837 6124 727
6124 7189 -5883
7189 2046 1160
2046 8603 6124
8603 18313 -2411
18313 5106 -4569
5106 12843 5162
12843 11324 -5149
11324 19818 -482
19818 2926 4824
2926 2054 -1476
2054 17762 3504
17762 9559 464
9559 860 -7964
860 15952 7460
15952 10619 -2064
10619 2060 -4654
2060 15077 6234
14563 6887 7491
6887 2063 -4198
2063 4765 806
4765 15903 3298
15903 3661 -580
3661 1568 1333
1568 19783 1328
19783 5914 48
5914 2070 -7091
2070 14895 -37
14895 6721 -2282
6721 12142 1061
12142 10092 7641
10092 650 -5335
650 10416 622
10416 7268 3898
7268 10246 -1059
10246 5515 95
5515 17614 -449
17614 14563 2582
2008 7607 2851
7607 2083 2026
2083 6989 -4553
6989 15741 6013
15741 7045 -3167
7045 18396 -2448
18396 14647 6282
14647 11016 -1403
11016 2090 310
2090 13860 3406
13860 2194 -4754
2194 6217 171
6217 12637 -4228
12637 2095 1265
2095 10369 4852
10369 13640 -4723
13640 6184 2884
6184 7652 -3674
7652 10600 6631
10600 2008 -727
464 14712 160
14712 19576 3635
19576 2428 -1002
2428 8658 6362
8658 19101 -222
19101 17736 -6628
17736 5997 -705
5997 9924 7398
9924 16351 -2790
16351 13546 2495
13546 1740 -2368
1740 7934 2829
7934 2714 -3137
2714 2115 1823
2115 3714 -7422
3714 2117 6564
2117 819 -1050
819 19647 357
19647 4073 -1400
4073 464 4536
15123 12895 5752
12895 2123 4146
2123 14017 -5947
14017 9470 3240
9470 8206 -6373
8206 10287 6497
10287 2019 -7016
2019 2129 4808
2129 1549 -3703
1549 14370 8074
14370 15305 -4653
15305 9570 -3967
9570 8875 3532
8875 8869 5556
8869 11234 -9835
11234 12456 6333
12456 949 227
949 17906 -772
17906 2140 3472
2140 15123 224
1997 18083 3266
18083 13886 5935
13886 2144 -8399
2144 2145 3325
2145 9539 -3139
9539 6304 7126
6304 2148 -3836
2148 15832 3368
15832 6026 -81
6026 8516 -6959
8516 6145 7213
6145 2216 -4239
2216 5709 -2438
5709 9671 5780
9671 3428 -4080
3428 8760 1963
8760 5544 -2787
5544 1417 7060
1417 14163 -2056
14163 1997 2083
11767 18736 4950
18736 18551 2599
18551 2164 -4661
2164 18559 5517
18559 7617 -6935
7617 19159 715
19159 19795 2426
19795 667 3189
667 12372 640
12372 236 -1878
236 19675 -1654
19675 15470 -3854
15470 10976 8131
10976 11644 -93
11644 948 -646
948 19296 -6788
19296 13776 3730
13776 6112 405
6112 4201 -1154
4201 11767 1727
2181 4050 8113
4050 15540 -2018
15540 18367 -2403
18367 16413 4297
16413 4795 23
4795 14159 1156
14159 7626 -3462
7626 16383 -1248
16383 17129 2943
17129 3834 -3998
3834 11338 2815
11338 12137 -5245
12137 1278 5949
1278 6102 -2284
6102 2196 3139
2196 10226 -1588
10226 11887 -5198
11887 6567 2424
6567 12104 -3077
12104 2181 2782
839 826 2368
826 15546 -897
15546 6300 6344
6300 1849 -2916
1849 5488 2830
5488 7684 1844
7684 15193 -2394
15193 1779 -6965
1779 2210 5046
2210 8655 -746
8655 2212 -3822
2212 15307 3488
15307 3032 -1835
3032 7103 2376
7103 281 2604
281 18646 -699
18646 14929 2302
14929 2564 -6210
2564 14406 3560
14406 839 -5391
14209 7798 2577
7798 19671 -1627
19671 2224 8591
2224 3894 -607
3894 6514 470
6514 11757 -7344
11757 15737 1271
15737 18393 -720
18393 2122 3128
2122 18087 1316
18087 10241 -710
10241 1324 1775
1324 3584 -1380
3584 10296 -3063
10296 4414 2383
4414 3537 -4988
3537 4038 7860
4038 9221 -7034
9221 652 3543
652 14209 3862
5584 10021 9246
10021 9450 -4249
9450 7691 -3981
7691 9132 7540
9132 18469 -4820
18469 8072 -1665
8072 15203 -572
15203 9385 3353
9385 2250 -1829
2250 16599 -234
16599 12520 -2645
12520 14516 9615
14516 3047 -7617
3047 12557 3076
12557 10751 -3839
10751 6417 7807
6417 15552 -3172
15552 9149 2260
9149 8915 -5338
8915 5584 4383
1113 10109 6436
10109 9412 1801
9412 10349 607
10349 19462 -7951
19462 9822 1302
9822 289 5471
289 2268 -4944
2268 18582 1473
18582 12945 2798
12945 10279 -1950
10279 17017 4714
17017 11651 -5713
11651 17344 605
17344 6821 -3977
6821 7125 2328
7125 226 5049
226 7541 -220
7541 35 1727
35 387 -1839
387 1113 630
3771 12592 4595
12592 13794 -2166
13794 19089 2899
19089 17438 4543
17438 3683 -4484
3683 19751 4301
19751 6661 -2571
6661 2790 2156
2790 3247 -6971
3247 2454 7235
2454 3213 -6676
3213 770 5028
770 917 -3581
917 13070 -314
13070 10490 2824
10490 2297 279
2297 4769 -3027
4769 1110 4749
1110 9722 -5906
9722 3771 5001
4089 10650 1631
10650 18227 -651
18227 2304 6283
2304 18397 -4267
18397 3830 5683
3830 7261 -3007
7261 2180 -2980
2180 6611 6215
6611 3860 -8187
3860 11055 2030
11055 2312 2593
2312 17342 214
17342 4865 2405
4865 15350 1226
15350 11357 -5005
11357 8419 -1431
8419 615 5533
615 92 -2380
92 6683 -5744
6683 4089 1430
2321 6779 8967
6779 18607 -6385
18607 2324 -1739
2324 16239 6612
16239 9654 -400
9654 19854 -5542
19854 12729 -974
12729 1125 3062
1125 16620 -1781
16620 6511 5106
6511 9679 -2614
9679 17022 -3881
17022 18346 5991
18346 10884 -805
10884 11259 -1356
11259 1078 3380
1078 18483 -1939
18483 19044 -1230
19044 15605 -4260
15605 2321 7008
2341 16364 26
16364 8166 8678
8166 3254 -4274
3254 9801 12
9801 8303 -1054
8303 390 3312
390 152 -482
152 16757 -993
16757 2350 -728
2350 17155 -2412
17155 14650 3128
14650 2353 -1346
2353 19472 6025
19472 10800 -8459
10800 6297 384
6297 4028 7217
4028 2358 -4464
2358 251 2574
251 3615 1626
3615 2341 398
18872 9741 7514
9741 2263 1616
2263 4134 -4966
4134 15974 2203
15974 9101 -978
9101 16993 -4940
16993 2925 8636
2925 10028 -7058
10028 2370 5727
2370 2371 -2091
2371 7554 1510
7554 11252 -2065
11252 18775 -4526
18775 1443 -575
1443 11560 1987
11560 2377 4804
2377 12176 -3809
12176 617 1801
617 17177 2609
17177 18872 1421
2381 14357 3290
14357 15329 1676
15329 11941 4442
11941 3907 -3854
3907 5751 -1675
5751 18907 4863
18907 13305 -3275
13305 18540 -3955
18540 14756 -1401
14756 9042 2105
9042 13998 -2143
13998 1560 1913
1560 4967 3155
4967 5256 -3162
5256 1210 5649
1210 4338 -812
4338 2398 -6408
2398 12287 6170
12287 1647 -4817
1647 2381 -1358
6293 10102 5965
10102 17596 573
17596 8168 -5102
8168 19997 2658
19997 18532 5582
18532 1666 -8552
1666 2182 1491
2182 19360 831
19360 2775 6049
2775 9926 -8974
9926 10878 7958
10878 4445 -1621
4445 2887 419
2887 15993 -6770
15993 8153 6560
8153 13780 -808
13780 17427 1909
17427 18318 -8148
18318 1289 3386
1289 6293 1040
2841 2422 115
2422 13065 7721
13065 16430 -120
16430 12511 -7415
12511 16514 4259
16514 12607 3417
12607 6193 -1864
6193 2856 -5383
2856 18060 6140
18060 14816 -5521
14816 15249 2632
15249 15573 4081
15573 17577 -6938
17577 10446 7899
10446 16020 -1597
16020 10386 -5578
10386 14296 4729
14296 18791 3351
18791 3574 -5056
3574 2841 -67
10888 14592 6357
14592 2443 -5452
2443 10814 796
10814 8971 418
8971 12038 5609
12038 4285 -7539
4285 13057 826
13057 2449 7582
2449 7795 -710
7795 2451 -3133
2451 4725 1853
4725 2267 594
2267 8503 -4286
8503 10078 5436
10078 13444 -556
13444 567 -7043
567 1290 7147
1290 2459 -5319
2459 16723 5815
16723 10888 -3716
1628 13355 4622
13355 2463 787
2463 14450 -4110
14450 9273 7257
9273 2466 32
2466 2467 -2384
2467 9593 -732
9593 18840 2200
18840 19250 2210
19250 14708 -1594
14708 12863 -2367
12863 19333 3748
19333 2474 -584
2474 942 -6446
942 5312 3643
5312 15744 3632
15744 10362 -7464
10362 475 6152
475 16846 -5000
16846 1628 3492
3103 13806 9166
13806 10425 -6124
10425 2524 -2568
2524 14651 5932
14651 8136 -5333
8136 9344 4368
9344 9657 146
9657 2489 903
2489 10360 -2765
10360 2491 4511
2491 2492 526
2492 3914 -7651
3914 1680 -458
1680 2495 2037
2495 7465 5947
7465 4253 -6915
4253 2498 7655
2498 10903 -408
10903 10038 -2441
10038 3103 -3985
18045 2890 3564
2890 2503 -1425
2503 243 5558
243 2412 -3657
2412 2506 -1690
2506 15005 -2155
15005 6421 3341
6421 10338 -386
10338 2510 2167
2510 10892 -1574
10892 14371 2578
14371 7748 -4926
7748 5591 666
5591 8049 6574
8049 2516 -4256
2516 2517 -3415
2517 2518 1365
2518 11103 -2128
11103 9678 4751
9678 18045 -2349
2521 2522 3722
2522 11269 107
11269 13752 -1195
13752 12629 -989
12629 17668 5192
17668 2318 -5380
2318 7752 3665
7752 16570 1827
16570 4602 -2797
4602 2531 1392
2531 1322 3611
1322 15497 -7644
15497 2430 3962
2430 13406 -441
13406 9708 1466
9708 124 2707
124 1496 -4965
1496 12652 3698
12652 8327 -4922
8327 2521 2297
13964 8293 8294
8293 16322 -4968
16322 2694 193
2694 6111 2296
6111 15763 -4957
15763 12177 -343
12177 3791 2806
3791 14663 1187
14663 2550 -3664
2550 10055 4499
10055 3016 3073
3016 2101 -5605
2101 9410 1265
9410 3009 -1625
3009 18163 3500
18163 1689 -3055
1689 250 -1732
250 19529 6396
19529 13732 -6019
13732 13964 3956
4440 5207 9495
5207 14614 -3901
14614 19877 -951
19877 14117 3955
14117 15634 -7482
15634 8437 6385
8437 13620 1210
13620 13312 -6257
13312 2570 2930
2570 2571 3077
2571 671 871
671 16692 -1238
16692 8851 -837
8851 3431 -4126
3431 19043 -1135
19043 2577 1414
2577 3162 -1618
3162 7546 2687
7546 14231 -4085
14231 4440 732
8301 19786 4386
19786 7470 3310
7470 2653 552
2653 8031 -2250
8031 2586 2321
2586 5663 -6163
5663 2588 1471
2588 12254 4308
12254 4136 -212
4136 1141 -1045
1141 2592 -533
2592 3704 -1542
3704 5184 -928
5184 17992 -3628
17992 2626 7611
2626 2597 -4185
2597 3599 2780
3599 13279 3226
13279 12088 -8612
12088 8301 5704
9834 4535 6964
4535 16631 -4893
16631 2541 7661
2541 4713 -4916
4713 5126 -2007
5126 19404 7124
19404 13479 -8376
13479 13917 7225
13917 13802 -1850
13802 903 1555
903 12674 1011
12674 319 -8850
319 15326 8831
15326 7134 -316
7134 13012 -4720
13012 7237 5237
7237 15649 -1002
15649 557 -1790
557 14023 -6799
14023 9834 181
19814 10996 5266
10996 6474 -578
6474 2624 -2061
2624 589 4284
589 17951 187
17951 8776 -5399
8776 17626 -244
17626 10679 5126
10679 10295 -6435
10295 18806 1544
18806 17503 6994
17503 1974 -2474
1974 9981 -3567
9981 2635 1297
2635 11386 2686
11386 5616 2826
5616 12657 -1642
12657 2639 -1015
2639 2640 3056
2640 19814 -1240
14636 2642 7656
2642 4013 1960
4013 17212 -2371
17212 1121 2544
1121 11798 -6600
11798 6826 5157
6826 19195 814
19195 7123 -6520
7123 9134 6502
9134 2651 -4951
2651 15653 5491
15653 10669 -6841
10669 2654 3796
2654 17732 -4449
17732 1601 -2034
1601 12879 9730
12879 7503 -9378
7503 8062 1999
8062 130 4777
130 14636 -717
804 9948 1191
9948 19405 972
19405 16242 -1213
16242 2665 5175
2665 2666 -4536
2666 15521 4576
15521 19068 -1396
19068 2669 773
2669 12031 -5123
12031 2594 2245
2594 11830 4832
11830 2673 -4100
2673 7396 5985
7396 544 -7792
544 4319 8074
4319 9531 -9657
9531 2678 5666
2678 4205 -4879
4205 2680 7072
2680 804 -460
1499 3655 258
3655 11069 3832
11069 2684 -1508
2684 2685 5050
2685 2686 -4082
2686 5697 2238
5697 13315 -3815
13315 11676 3392
11676 7383 2888
7383 17912 -3212
17912 17608 -1557
17608 9172 1407
9172 16163 -1899
16163 3330 -142
3330 764 1947
764 2235 1183
2235 17639 -5908
17639 14792 8520
14792 16055 -423
16055 1499 -7763
9009 14433 4274
14433 19536 112
19536 12060 3797
12060 10198 -5582
10198 17606 -1458
17606 12857 -91
12857 4384 1026
4384 3417 -414
3417 6326 7709
6326 4691 -6542
4691 4893 6621
4893 5823 -7797
5823 175 2684
175 11139 -2582
11139 2716 308
2716 2417 5608
2417 12181 -1223
12181 2764 -5980
2764 4567 2018
4567 9009 -130
3576 8411 829
8411 4495 7233
4495 798 -1311
798 5660 -41
5660 8883 -5533
8883 10104 2524
10104 6142 -3002
6142 156 858
156 3614 3472
3614 16075 1181
16075 4311 -4792
4311 636 1738
636 2734 -1709
2734 4041 1548
4041 7899 -1552
7899 8836 6238
8836 2738 -3751
2738 16400 1841
16400 8857 -4588
8857 3576 3615
2741 14253 3352
14253 2743 1704
2743 16433 1663
16433 10041 -3732
10041 8239 5977
8239 14863 -2618
14863 12327 1197
12327 15643 -6569
15643 15250 4817
15250 922 -3117
922 2940 5828
2940 2907 -8035
2907 5268 2508
5268 3794 -837
3794 11799 -1645
11799 2757 7682
2757 2480 -4471
2480 1167 132
1167 12146 2863
12146 2741 -5616
18000 4095 8330
4095 9237 -1227
9237 5435 1556
5435 16245 -2412
16245 5702 -281
5702 16273 -4887
16273 14386 2030
14386 17225 669
17225 452 -1497
452 15661 5298
15661 9519 1608
9519 17542 -3231
17542 1754 -5501
1754 12268 221
12268 17238 2540
17238 16835 5570
16835 16168 -1382
16168 8701 -365
8701 6597 -1081
6597 18000 -1990
4313 7876 4747
7876 831 -790
831 1650 52
1650 19358 988
19358 3368 -2412
3368 3641 2093
3641 18006 -3918
18006 2789 7767
2789 18777 1241
18777 941 -1361
941 2296 962
2296 17277 -4426
17277 3099 -3261
3099 10107 -399
10107 8706 6234
8706 1079 -528
1079 19901 -4019
19901 5386 -1237
5386 17568 3118
17568 4313 787
13370 5172 3295
5172 18488 596
18488 3985 -3338
3985 15264 3194
15264 16839 -1912
16839 2807 2347
2807 13468 -3037
13468 2809 3768
2809 9696 -1885
9696 17009 -1581
17009 4932 6526
4932 5029 -5471
5029 4571 -769
4571 14165 7344
14165 3316 -8916
3316 2817 4199
2817 531 -1987
531 9513 -2157
9513 5393 5328
5393 13370 2901
1668 15208 4960
15208 2823 4798
2823 14179 -7470
14179 8012 6704
8012 1800 -7816
1800 1963 1851
1963 7877 3746
7877 16385 -1616
16385 2830 651
2830 2831 1053
2831 17436 2941
17436 4758 -7813
